frame,zeit_s,status,status_info,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
2589,11.5061,TRACKED,NORMAL,3.480649,5.896365,5.193298,-0.358958,0.603877,0.612185,0.362921
2598,11.5418,TRACKED,NORMAL,3.479297,5.902708,5.191881,-0.358450,0.603403,0.612723,0.363303
2606,11.5750,TRACKED,NORMAL,3.482243,5.900575,5.197996,-0.359167,0.603552,0.612258,0.363131
2614,11.6063,TRACKED,NORMAL,3.494316,5.881784,5.166053,-0.358772,0.603908,0.612289,0.362879
2623,11.6427,TRACKED,NORMAL,3.486891,5.874498,5.176371,-0.358559,0.604531,0.611659,0.363112
2631,11.6804,TRACKED,NORMAL,3.481246,5.886118,5.187345,-0.358636,0.604286,0.611822,0.363169
2638,11.7109,TRACKED,NORMAL,3.478221,5.896983,5.196360,-0.359091,0.604075,0.611988,0.362791
2647,11.7465,TRACKED,NORMAL,3.484481,5.901052,5.197287,-0.359909,0.603986,0.611819,0.362415
2658,11.7873,TRACKED,NORMAL,3.475353,5.905323,5.208733,-0.359305,0.603939,0.611897,0.362960
2670,11.8285,TRACKED,NORMAL,3.468195,5.892320,5.201436,-0.358894,0.604649,0.611550,0.362770
2680,11.8645,TRACKED,NORMAL,3.470413,5.897608,5.205546,-0.359472,0.604543,0.611495,0.362466
2692,11.9063,TRACKED,NORMAL,3.483039,5.899948,5.196975,-0.359879,0.604012,0.611768,0.362487
2702,11.9401,TRACKED,NORMAL,3.495301,5.902879,5.190309,-0.359828,0.603329,0.612167,0.363001
2712,11.9767,TRACKED,NORMAL,3.491081,5.892022,5.180832,-0.359742,0.603951,0.611899,0.362503
2723,12.0146,TRACKED,NORMAL,3.488053,5.877747,5.176708,-0.359616,0.604723,0.611372,0.362229
2755,12.1274,TRACKED,NORMAL,3.490954,5.888749,5.186708,-0.359942,0.604254,0.611539,0.362408
2781,12.2262,TRACKED,NORMAL,3.495716,5.898424,5.197593,-0.360581,0.603691,0.611615,0.362581
2791,12.2603,TRACKED,NORMAL,3.467294,5.883920,5.183849,-0.354036,0.606706,0.613230,0.361268
2801,12.2936,TRACKED,NORMAL,3.476303,5.880005,5.176659,-0.354196,0.606329,0.613368,0.361512
2810,12.3319,TRACKED,NORMAL,3.473514,5.887832,5.178364,-0.354536,0.606317,0.613545,0.360897
2820,12.3725,TRACKED,NORMAL,3.468594,5.886544,5.188267,-0.354375,0.606511,0.613184,0.361342
2835,12.4341,TRACKED,NORMAL,3.463702,5.886206,5.192649,-0.354056,0.606839,0.613071,0.361296
2842,12.4657,TRACKED,NORMAL,3.459364,5.884468,5.197142,-0.354062,0.607284,0.612722,0.361135
2851,12.5024,TRACKED,NORMAL,3.464863,5.889494,5.197920,-0.354550,0.607083,0.612757,0.360934
2863,12.5454,TRACKED,NORMAL,3.459720,5.880624,5.195472,-0.354559,0.607556,0.612461,0.360632
2880,12.6004,TRACKED,NORMAL,3.456949,5.889283,5.203249,-0.354442,0.607362,0.612583,0.360867
2891,12.6375,TRACKED,NORMAL,3.457211,5.885701,5.203597,-0.354512,0.607650,0.612325,0.360750
2901,12.6718,TRACKED,NORMAL,3.455257,5.890801,5.203989,-0.354315,0.607579,0.612458,0.360837
2910,12.7073,TRACKED,NORMAL,3.453595,5.888281,5.205022,-0.354352,0.607774,0.612312,0.360721
2927,12.7770,TRACKED,NORMAL,3.456131,5.886962,5.206225,-0.354493,0.607853,0.612155,0.360716
2932,12.8171,TRACKED,NORMAL,3.457403,5.889980,5.206093,-0.354500,0.607535,0.612409,0.360812
2937,12.8397,TRACKED,NORMAL,3.461289,5.899006,5.206921,-0.354500,0.606934,0.612866,0.361050
2945,12.8745,TRACKED,NORMAL,3.464680,5.903383,5.209683,-0.354519,0.606600,0.613026,0.361319
2953,12.9082,TRACKED,NORMAL,3.465551,5.898366,5.202336,-0.354589,0.606872,0.612928,0.360960
2961,12.9405,TRACKED,NORMAL,3.463860,5.898973,5.202264,-0.354627,0.606938,0.612973,0.360736
2972,12.9769,TRACKED,NORMAL,3.460337,5.895707,5.211522,-0.354652,0.607421,0.612474,0.360746
2983,13.0137,TRACKED,NORMAL,3.459183,5.906736,5.224595,-0.354918,0.607343,0.612407,0.360728
2993,13.0480,TRACKED,NORMAL,3.460010,5.901867,5.219790,-0.354848,0.607360,0.612487,0.360635
3007,13.0970,TRACKED,NORMAL,3.463977,5.905063,5.221603,-0.355209,0.607310,0.612408,0.360498
3020,13.1449,TRACKED,NORMAL,3.462094,5.908216,5.228100,-0.355362,0.607467,0.612247,0.360356
3034,13.1976,TRACKED,NORMAL,3.461165,5.916384,5.235741,-0.355329,0.607215,0.612383,0.360582
3047,13.2497,TRACKED,NORMAL,3.460505,5.913461,5.234262,-0.354710,0.606979,0.612605,0.361212
3063,13.3117,TRACKED,NORMAL,3.459369,5.921916,5.237044,-0.354174,0.606377,0.613144,0.361833
3103,13.4543,TRACKED,NORMAL,3.461259,5.916679,5.230829,-0.354388,0.606603,0.613002,0.361484
3122,13.5265,TRACKED,NORMAL,3.462779,5.910323,5.229024,-0.354532,0.606945,0.612694,0.361290
3130,13.5577,TRACKED,NORMAL,3.444890,5.905417,5.202507,-0.355513,0.607936,0.612043,0.359761
3139,13.5917,TRACKED,NORMAL,3.444074,5.908586,5.201654,-0.355522,0.607871,0.612132,0.359709
3149,13.6268,TRACKED,NORMAL,3.444649,5.913315,5.204428,-0.355567,0.607642,0.612270,0.359819
3170,13.6933,TRACKED,NORMAL,3.445116,5.913425,5.206908,-0.355481,0.607749,0.612193,0.359853
3181,13.7315,TRACKED,NORMAL,3.446253,5.915449,5.208119,-0.355468,0.607407,0.612390,0.360107
3191,13.7649,TRACKED,NORMAL,3.447411,5.918157,5.211296,-0.355735,0.607494,0.612211,0.360003
3202,13.8018,TRACKED,NORMAL,3.445966,5.915393,5.210749,-0.356086,0.608179,0.611735,0.359306
3213,13.8386,TRACKED,NORMAL,3.444446,5.916050,5.211066,-0.356192,0.608296,0.611713,0.359042
3221,13.8681,TRACKED,NORMAL,3.444549,5.919664,5.213711,-0.356359,0.608339,0.611672,0.358873
3231,13.9035,TRACKED,NORMAL,3.443573,5.912105,5.209602,-0.356261,0.608703,0.611455,0.358721
3242,13.9406,TRACKED,NORMAL,3.440140,5.908273,5.208848,-0.355913,0.608900,0.611413,0.358806
3263,14.0078,TRACKED,NORMAL,3.440552,5.908359,5.209100,-0.355746,0.608885,0.611423,0.358979
3272,14.0387,TRACKED,NORMAL,3.441007,5.915048,5.214146,-0.355948,0.608483,0.611628,0.359112
3287,14.0867,TRACKED,NORMAL,3.440849,5.918100,5.213878,-0.355892,0.608384,0.611746,0.359133
3303,14.1404,TRACKED,NORMAL,3.442086,5.914249,5.213562,-0.356140,0.608693,0.611510,0.358765
3314,14.1776,TRACKED,NORMAL,3.440268,5.912560,5.210632,-0.356042,0.608749,0.611576,0.358656
3324,14.2117,TRACKED,NORMAL,3.439111,5.921368,5.217154,-0.356148,0.608443,0.611750,0.358773
3336,14.2580,TRACKED,NORMAL,3.443844,5.920345,5.218692,-0.356532,0.608490,0.611538,0.358673
3346,14.2957,TRACKED,NORMAL,3.444779,5.920970,5.218048,-0.356442,0.608397,0.611607,0.358803
3361,14.3468,TRACKED,NORMAL,3.446248,5.922904,5.221765,-0.356017,0.607931,0.611811,0.359666
3375,14.3933,TRACKED,NORMAL,3.443636,5.917493,5.219165,-0.356065,0.608552,0.611432,0.359211
3412,14.5103,TRACKED,NORMAL,3.446054,5.930076,5.229869,-0.356599,0.608474,0.611309,0.359024
3423,14.5523,TRACKED,NORMAL,3.446723,5.925774,5.225688,-0.356606,0.608277,0.611425,0.359154
3441,14.6174,TRACKED,NORMAL,3.448961,5.916236,5.218324,-0.356082,0.607899,0.611759,0.359743
3451,14.6523,TRACKED,NORMAL,3.449524,5.908536,5.212070,-0.356034,0.608023,0.611680,0.359716
3462,14.6923,TRACKED,NORMAL,3.450250,5.913883,5.215748,-0.355982,0.607581,0.611930,0.360090
3472,14.7274,TRACKED,NORMAL,3.449263,5.912230,5.210022,-0.355375,0.607183,0.612292,0.360744
3480,14.7549,TRACKED,NORMAL,3.449504,5.910944,5.208893,-0.354951,0.607120,0.612357,0.361156
3491,14.7921,TRACKED,NORMAL,3.449386,5.910830,5.208372,-0.354943,0.607250,0.612294,0.361053
3501,14.8262,TRACKED,NORMAL,3.447954,5.911990,5.207324,-0.355153,0.607281,0.612395,0.360624
3511,14.8604,TRACKED,NORMAL,3.446842,5.910946,5.206059,-0.355207,0.607674,0.612237,0.360176
3520,14.8927,TRACKED,NORMAL,3.446736,5.916434,5.209141,-0.355365,0.607507,0.612346,0.360116
3530,14.9261,TRACKED,NORMAL,3.446837,5.914865,5.208839,-0.355544,0.607869,0.612127,0.359701
3541,14.9644,TRACKED,NORMAL,3.445252,5.909545,5.202998,-0.355272,0.608166,0.612078,0.359551
3551,14.9985,TRACKED,NORMAL,3.443884,5.905575,5.199940,-0.354926,0.608350,0.612072,0.359591
3560,15.0296,TRACKED,NORMAL,3.445510,5.905488,5.201893,-0.354910,0.608053,0.612099,0.360063
3572,15.0729,TRACKED,NORMAL,3.444451,5.906528,5.200817,-0.355142,0.608141,0.612131,0.359631
3591,15.1377,TRACKED,NORMAL,3.443888,5.904165,5.198168,-0.354780,0.608149,0.612183,0.359886
3611,15.2052,TRACKED,NORMAL,3.443289,5.904446,5.199908,-0.355222,0.608487,0.611908,0.359346
3620,15.2391,TRACKED,NORMAL,3.443130,5.899440,5.198051,-0.355281,0.608842,0.611628,0.359163
3630,15.2780,TRACKED,NORMAL,3.442500,5.896479,5.195755,-0.355227,0.609036,0.611624,0.358894
3639,15.3124,TRACKED,NORMAL,3.443825,5.895444,5.196798,-0.355230,0.608863,0.611564,0.359288
3647,15.3414,TRACKED,NORMAL,3.445023,5.899941,5.201878,-0.355286,0.608625,0.611555,0.359650
3657,15.3761,TRACKED,NORMAL,3.445951,5.899529,5.201545,-0.355303,0.608480,0.611599,0.359804
3667,15.4106,TRACKED,NORMAL,3.445952,5.899808,5.202078,-0.355409,0.608484,0.611609,0.359675
3682,15.4618,TRACKED,NORMAL,3.445264,5.897982,5.200028,-0.355006,0.608394,0.611755,0.359977
3696,15.5085,TRACKED,NORMAL,3.446129,5.901539,5.204280,-0.355052,0.608117,0.611794,0.360334
3711,15.5577,TRACKED,NORMAL,3.446790,5.903448,5.205365,-0.355024,0.608119,0.611790,0.360364
3722,15.5967,TRACKED,NORMAL,3.446962,5.904407,5.205453,-0.354948,0.607994,0.611901,0.360462
3733,15.6347,TRACKED,NORMAL,3.447615,5.908583,5.207031,-0.355056,0.607779,0.612038,0.360485
3756,15.7090,TRACKED,NORMAL,3.448580,5.918707,5.213791,-0.355029,0.607027,0.612341,0.361264
3798,15.8418,TRACKED,NORMAL,3.445048,5.925340,5.215466,-0.355172,0.607529,0.612369,0.360230
3809,15.8789,TRACKED,NORMAL,3.443143,5.920248,5.216259,-0.355389,0.608273,0.611893,0.359569
3820,15.9249,TRACKED,NORMAL,3.444856,5.924980,5.218438,-0.355488,0.607737,0.612163,0.359917
3827,15.9555,TRACKED,NORMAL,3.446504,5.925806,5.216913,-0.355333,0.607246,0.612476,0.360367
3838,16.0009,TRACKED,NORMAL,3.446935,5.925676,5.217240,-0.355185,0.607083,0.612548,0.360665
3847,16.0338,TRACKED,NORMAL,3.451056,5.931713,5.224593,-0.353771,0.606858,0.612744,0.362098
3854,16.0628,TRACKED,NORMAL,3.450313,5.930669,5.223284,-0.353042,0.607087,0.612843,0.362258
3868,16.1176,TRACKED,NORMAL,3.450389,5.930769,5.223186,-0.352785,0.607111,0.612899,0.362373
3876,16.1502,TRACKED,NORMAL,3.450721,5.934917,5.225588,-0.352742,0.606908,0.613036,0.362523
3920,16.2905,TRACKED,NORMAL,3.450033,5.934156,5.224102,-0.352758,0.607239,0.612885,0.362208
3930,16.3256,TRACKED,NORMAL,3.449467,5.934077,5.223239,-0.352592,0.607220,0.612952,0.362289
3940,16.3598,TRACKED,NORMAL,3.449470,5.934252,5.223238,-0.352524,0.607232,0.612909,0.362407
3949,16.3929,TRACKED,NORMAL,3.449048,5.939401,5.226450,-0.352731,0.607151,0.612971,0.362236
3959,16.4338,TRACKED,NORMAL,3.448967,5.940348,5.226497,-0.352627,0.607057,0.613041,0.362378
3966,16.4639,TRACKED,NORMAL,3.450209,5.946235,5.230534,-0.353053,0.607088,0.612963,0.362041
3982,16.5274,TRACKED,NORMAL,3.447591,5.938769,5.222269,-0.352886,0.607874,0.612724,0.361290
3993,16.5702,TRACKED,NORMAL,3.447558,5.934548,5.219776,-0.352801,0.608102,0.612605,0.361191
4002,16.6064,TRACKED,NORMAL,3.446984,5.932081,5.218771,-0.352679,0.608072,0.612624,0.361328
4011,16.6391,TRACKED,NORMAL,3.447355,5.928391,5.217944,-0.352605,0.608193,0.612490,0.361424
4023,16.6817,TRACKED,NORMAL,3.449595,5.927911,5.223497,-0.352637,0.608005,0.612257,0.362103
4036,16.7307,TRACKED,NORMAL,3.450275,5.927201,5.229988,-0.352894,0.608182,0.611846,0.362250
4053,16.7865,TRACKED,NORMAL,3.449262,5.928202,5.236239,-0.352906,0.608329,0.611550,0.362493
4065,16.8268,TRACKED,NORMAL,3.445348,5.935720,5.249337,-0.352994,0.608409,0.611348,0.362613
4088,16.9003,TRACKED,NORMAL,3.448570,5.953720,5.263370,-0.353686,0.607730,0.611480,0.362853
4103,16.9510,TRACKED,NORMAL,3.449906,5.958558,5.268898,-0.354001,0.607605,0.611325,0.363017
4176,17.1815,TRACKED,NORMAL,3.450232,5.971725,5.272721,-0.354161,0.607143,0.611685,0.363027
4193,17.2433,TRACKED,NORMAL,3.450523,5.988194,5.286329,-0.354530,0.606640,0.611670,0.363532
4201,17.2815,TRACKED,NORMAL,3.425434,6.005091,5.265987,-0.352073,0.603900,0.615974,0.363216
4210,17.3190,TRACKED,NORMAL,3.428944,5.988377,5.246145,-0.351524,0.603906,0.616324,0.363144
4228,17.3817,TRACKED,NORMAL,3.427118,5.993114,5.245218,-0.351647,0.603672,0.616340,0.363387
4237,17.4140,TRACKED,NORMAL,3.425521,5.994622,5.246596,-0.351658,0.603710,0.616179,0.363587
4249,17.4548,TRACKED,NORMAL,3.428237,5.985921,5.241300,-0.351728,0.603615,0.615997,0.363983
4268,17.5164,TRACKED,NORMAL,3.432399,5.989644,5.243860,-0.352160,0.603808,0.615722,0.363712
4278,17.5513,TRACKED,NORMAL,3.433147,5.984073,5.239487,-0.351930,0.603493,0.615811,0.364305
4288,17.5852,TRACKED,NORMAL,3.430376,6.002966,5.252614,-0.352051,0.603791,0.615858,0.363614
4299,17.6221,TRACKED,NORMAL,3.434004,5.999474,5.250227,-0.352220,0.603662,0.615675,0.363974
4309,17.6564,TRACKED,NORMAL,3.437023,5.998504,5.250467,-0.352346,0.603301,0.615656,0.364482
4321,17.6982,TRACKED,NORMAL,3.436626,5.994879,5.248349,-0.352313,0.603026,0.615713,0.364874
4331,17.7337,TRACKED,NORMAL,3.437335,5.990863,5.244791,-0.352157,0.602819,0.615719,0.365356
4344,17.7783,TRACKED,NORMAL,3.436319,5.989730,5.242139,-0.352005,0.602853,0.615863,0.365204
4359,17.8294,TRACKED,NORMAL,3.437045,5.995139,5.247165,-0.352131,0.602673,0.615896,0.365323
4374,17.8820,TRACKED,NORMAL,3.437391,5.993918,5.243487,-0.352018,0.602492,0.616089,0.365406
4385,17.9205,TRACKED,NORMAL,3.435487,5.990683,5.239835,-0.351885,0.603065,0.616132,0.364515
4419,18.0291,TRACKED,NORMAL,3.435244,5.990320,5.236020,-0.352060,0.603277,0.616252,0.363793
4441,18.1028,TRACKED,NORMAL,3.433492,5.979576,5.230278,-0.351938,0.603716,0.616179,0.363304
4458,18.1573,TRACKED,NORMAL,3.432346,5.964169,5.220786,-0.351530,0.603938,0.616113,0.363442
4470,18.2008,TRACKED,NORMAL,3.431644,5.958766,5.215619,-0.351449,0.604132,0.616110,0.363203
4479,18.2370,TRACKED,NORMAL,3.431891,5.950043,5.206144,-0.351115,0.604364,0.615980,0.363362
4486,18.2666,TRACKED,NORMAL,3.430090,5.943818,5.201643,-0.350629,0.604373,0.616179,0.363479
4495,18.3018,TRACKED,NORMAL,3.429147,5.938920,5.200214,-0.350456,0.604483,0.616014,0.363743
4506,18.3406,TRACKED,NORMAL,3.429164,5.939431,5.201244,-0.350602,0.604576,0.615946,0.363562
4524,18.4000,TRACKED,NORMAL,3.429796,5.940731,5.202001,-0.350810,0.604457,0.615947,0.363557
4533,18.4311,TRACKED,NORMAL,3.431351,5.942593,5.202851,-0.350991,0.604258,0.615965,0.363683
4544,18.4687,TRACKED,NORMAL,3.430605,5.939463,5.200635,-0.351049,0.604630,0.615854,0.363196
4555,18.5057,TRACKED,NORMAL,3.430894,5.937406,5.198749,-0.351009,0.604755,0.615867,0.363004
4566,18.5427,TRACKED,NORMAL,3.429272,5.938940,5.200337,-0.350941,0.604880,0.615818,0.362945
4589,18.6174,TRACKED,NORMAL,3.430798,5.941080,5.205244,-0.351223,0.604756,0.615631,0.363195
4606,18.6730,TRACKED,NORMAL,3.431077,5.938944,5.203909,-0.351295,0.604967,0.615561,0.362893
4618,18.7138,TRACKED,NORMAL,3.430408,5.939184,5.203235,-0.351276,0.605219,0.615463,0.362658
4632,18.7594,TRACKED,NORMAL,3.429606,5.937997,5.201708,-0.351266,0.605415,0.615416,0.362420
4642,18.7938,TRACKED,NORMAL,3.429272,5.937551,5.200463,-0.351134,0.605387,0.615425,0.362579
4654,18.8343,TRACKED,NORMAL,3.429105,5.938548,5.202425,-0.351097,0.605394,0.615351,0.362730
4669,18.8876,TRACKED,NORMAL,3.427593,5.937243,5.200872,-0.351090,0.605767,0.615272,0.362246
4685,18.9420,TRACKED,NORMAL,3.422574,5.928470,5.188925,-0.350271,0.606472,0.615243,0.361910
4703,19.0031,TRACKED,NORMAL,3.417522,5.923321,5.181281,-0.349545,0.607061,0.615291,0.361542
4726,19.0870,TRACKED,NORMAL,3.415607,5.917337,5.175752,-0.349285,0.607507,0.615139,0.361302
4744,19.1485,TRACKED,NORMAL,3.414473,5.919900,5.177862,-0.349189,0.607526,0.615126,0.361386
4761,19.2148,TRACKED,NORMAL,3.413627,5.920020,5.176609,-0.349023,0.607420,0.615176,0.361639
4771,19.2506,TRACKED,NORMAL,3.412779,5.919817,5.174509,-0.349000,0.607608,0.615158,0.361375
4782,19.2877,TRACKED,NORMAL,3.411319,5.922403,5.178825,-0.349100,0.607737,0.615040,0.361263
4792,19.3212,TRACKED,NORMAL,3.412332,5.922873,5.179249,-0.349075,0.607646,0.615008,0.361494
4802,19.3563,TRACKED,NORMAL,3.412584,5.921124,5.176699,-0.349106,0.607674,0.615048,0.361351
4814,19.3968,TRACKED,NORMAL,3.414048,5.919502,5.172697,-0.349059,0.607656,0.615081,0.361370
4827,19.4397,TRACKED,NORMAL,3.414046,5.918169,5.168771,-0.348868,0.607686,0.615116,0.361444
4840,19.4859,TRACKED,NORMAL,3.414226,5.916410,5.166533,-0.348812,0.607628,0.615221,0.361417
4851,19.5307,TRACKED,NORMAL,3.413919,5.912691,5.163425,-0.348684,0.607786,0.615130,0.361429
4862,19.5697,TRACKED,NORMAL,3.407831,5.926611,5.183908,-0.349183,0.608292,0.614647,0.360917
4881,19.6335,TRACKED,NORMAL,3.414489,5.913846,5.162576,-0.349063,0.608333,0.614873,0.360579
4896,19.6893,TRACKED,NORMAL,3.419005,5.902990,5.150364,-0.348975,0.608546,0.614769,0.360482
4920,19.7701,TRACKED,NORMAL,3.429471,5.898799,5.135289,-0.349007,0.608174,0.615049,0.360601
4930,19.8077,TRACKED,NORMAL,3.430680,5.894720,5.129397,-0.348780,0.608155,0.615154,0.360675
4945,19.8624,TRACKED,NORMAL,3.418040,5.901797,5.146629,-0.349125,0.608917,0.614711,0.359807
4958,19.9071,TRACKED,NORMAL,3.413616,5.903410,5.152838,-0.349301,0.609042,0.614565,0.359677
4969,19.9438,TRACKED,NORMAL,3.413435,5.905117,5.158989,-0.349493,0.609068,0.614426,0.359682
4997,20.0352,TRACKED,NORMAL,3.420005,5.901529,5.162295,-0.349830,0.609110,0.614070,0.359893
5008,20.0731,TRACKED,NORMAL,3.429775,5.895169,5.150022,-0.350220,0.609164,0.614024,0.359500
5017,20.1048,TRACKED,NORMAL,3.423852,5.894197,5.148975,-0.349829,0.609223,0.614107,0.359638
5028,20.1420,TRACKED,NORMAL,3.425586,5.889221,5.142421,-0.349565,0.609233,0.614180,0.359753
5040,20.1840,TRACKED,NORMAL,3.430657,5.884383,5.135256,-0.349581,0.609216,0.614153,0.359813
5052,20.2250,TRACKED,NORMAL,3.430810,5.888900,5.132790,-0.349443,0.609053,0.614380,0.359836
5069,20.2839,TRACKED,NORMAL,3.436633,5.870158,5.107004,-0.348724,0.609456,0.614320,0.359952
5079,20.3182,TRACKED,NORMAL,3.430065,5.873788,5.103477,-0.348359,0.609395,0.614754,0.359668
5088,20.3513,TRACKED,NORMAL,3.428336,5.874626,5.102680,-0.348298,0.609437,0.614811,0.359560
5108,20.4167,TRACKED,NORMAL,3.430899,5.870626,5.092269,-0.348329,0.609613,0.614819,0.359218
5127,20.4787,TRACKED,NORMAL,3.426073,5.883309,5.102622,-0.348206,0.609104,0.615141,0.359649
5137,20.5137,TRACKED,NORMAL,3.423383,5.891680,5.112846,-0.348323,0.608805,0.615209,0.359924
5162,20.5940,TRACKED,NORMAL,3.439387,5.881924,5.100880,-0.348958,0.608980,0.614857,0.359614
5176,20.6410,TRACKED,NORMAL,3.437237,5.876244,5.093961,-0.348794,0.609138,0.614842,0.359532
5193,20.6972,TRACKED,NORMAL,3.438997,5.873857,5.089571,-0.348685,0.609286,0.614785,0.359483
5205,20.7383,TRACKED,NORMAL,3.441092,5.875532,5.084859,-0.348600,0.609024,0.615018,0.359612
5217,20.7783,TRACKED,NORMAL,3.440742,5.885638,5.094017,-0.348724,0.608448,0.615315,0.359960
5232,20.8297,TRACKED,NORMAL,3.438187,5.892257,5.101054,-0.348746,0.608094,0.615530,0.360168
5243,20.8681,TRACKED,NORMAL,3.436909,5.895170,5.104564,-0.348765,0.608005,0.615572,0.360228
5255,20.9091,TRACKED,NORMAL,3.437810,5.899143,5.106636,-0.348912,0.607913,0.615630,0.360141
5276,20.9777,TRACKED,NORMAL,3.435402,5.894053,5.104923,-0.348519,0.608069,0.615532,0.360426
5293,21.0350,TRACKED,NORMAL,3.434291,5.892293,5.107588,-0.348384,0.608161,0.615394,0.360638
5305,21.0753,TRACKED,NORMAL,3.421628,5.910665,5.142455,-0.349318,0.608348,0.615065,0.359979
5317,21.1155,TRACKED,NORMAL,3.422922,5.905463,5.141822,-0.349690,0.608832,0.614623,0.359554
5330,21.1596,TRACKED,NORMAL,3.423063,5.893534,5.131148,-0.349545,0.609315,0.614346,0.359350
5342,21.1998,TRACKED,NORMAL,3.423637,5.895223,5.133623,-0.349483,0.609186,0.614413,0.359515
5386,21.3382,TRACKED,NORMAL,3.423013,5.892124,5.122320,-0.348611,0.608954,0.614845,0.360016
5401,21.3874,TRACKED,NORMAL,3.420269,5.903346,5.137359,-0.348317,0.608093,0.615233,0.361091
5415,21.4332,TRACKED,NORMAL,3.418926,5.900068,5.136341,-0.347672,0.607906,0.615378,0.361779
5429,21.4799,TRACKED,NORMAL,3.419824,5.898673,5.135671,-0.347578,0.607956,0.615316,0.361892
5440,21.5179,TRACKED,NORMAL,3.419459,5.905294,5.140102,-0.347647,0.607727,0.615458,0.361968
5454,21.5647,TRACKED,NORMAL,3.418828,5.909687,5.152176,-0.347827,0.607526,0.615418,0.362200
5463,21.5951,TRACKED,NORMAL,3.409584,5.935014,5.191856,-0.348694,0.606842,0.615508,0.362360
5477,21.6403,TRACKED,NORMAL,3.409237,5.935274,5.187559,-0.348502,0.606876,0.615634,0.362276
5489,21.6797,TRACKED,NORMAL,3.410411,5.936478,5.180627,-0.348802,0.607081,0.615628,0.361651
5500,21.7177,TRACKED,NORMAL,3.406681,5.932360,5.174740,-0.347679,0.606910,0.615976,0.362426
5515,21.7659,TRACKED,NORMAL,3.401409,5.929605,5.178756,-0.349024,0.608315,0.614942,0.360529
5528,21.8080,TRACKED,NORMAL,3.400165,5.937566,5.185590,-0.349191,0.608141,0.615034,0.360505
5545,21.8717,TRACKED,NORMAL,3.399343,5.933310,5.187762,-0.349657,0.608873,0.614512,0.359707
5583,21.9868,TRACKED,NORMAL,3.400695,5.941181,5.210340,-0.350393,0.608432,0.614327,0.360051
5608,22.0668,TRACKED,NORMAL,3.397712,5.943338,5.210953,-0.350636,0.608458,0.614329,0.359768
5628,22.1309,TRACKED,NORMAL,3.401534,5.950229,5.220330,-0.351700,0.608551,0.614039,0.359067
5641,22.1730,TRACKED,NORMAL,3.407552,5.951765,5.201527,-0.351346,0.608364,0.614443,0.359039
5653,22.2114,TRACKED,NORMAL,3.403664,5.949818,5.206406,-0.351823,0.608802,0.614068,0.358472
5667,22.2588,TRACKED,NORMAL,3.428463,5.944129,5.155498,-0.349850,0.607750,0.615265,0.360130
5678,22.2953,TRACKED,NORMAL,3.421266,5.919863,5.102096,-0.348496,0.609159,0.615204,0.359167
5697,22.3562,TRACKED,NORMAL,3.426683,5.935360,5.108800,-0.348192,0.608082,0.615973,0.359968
5713,22.4068,TRACKED,NORMAL,3.429625,5.929381,5.109917,-0.347734,0.608162,0.615858,0.360472
5723,22.4386,TRACKED,NORMAL,3.424524,5.934749,5.120850,-0.347535,0.607734,0.616098,0.360973
5741,22.4940,TRACKED,NORMAL,3.422254,5.932324,5.103029,-0.346742,0.607783,0.616528,0.360919
5752,22.5302,TRACKED,NORMAL,3.421662,5.941873,5.131696,-0.346953,0.607132,0.616555,0.361766
5763,22.5657,TRACKED,NORMAL,3.414885,5.947299,5.155846,-0.347008,0.606899,0.616482,0.362229
5779,22.6188,TRACKED,NORMAL,3.412288,5.967491,5.209494,-0.347862,0.605979,0.616387,0.363110
5789,22.6537,TRACKED,NORMAL,3.403199,5.970151,5.212298,-0.347935,0.605784,0.616684,0.362860
5799,22.6865,TRACKED,NORMAL,3.400440,5.950686,5.185482,-0.348846,0.607440,0.615826,0.360669
5813,22.7300,TRACKED,NORMAL,3.403434,5.944767,5.149604,-0.349402,0.608264,0.615704,0.358945
5825,22.7682,TRACKED,NORMAL,3.403477,5.944649,5.148701,-0.349402,0.608264,0.615704,0.358945
5863,22.8858,TRACKED,NORMAL,3.446423,5.843364,4.995719,-0.349668,0.613279,0.612419,0.355760
5871,22.9229,TRACKED,NORMAL,3.448242,5.850229,4.986465,-0.350191,0.612616,0.612641,0.356004
5883,22.9621,TRACKED,NORMAL,3.460141,5.841270,5.010551,-0.347292,0.612368,0.612903,0.358808
5904,23.0290,TRACKED,NORMAL,3.424834,5.868899,5.094630,-0.350481,0.611093,0.613035,0.357656
5914,23.0639,TRACKED,NORMAL,3.436048,5.868729,5.055233,-0.351269,0.612169,0.612303,0.356292
5924,23.1000,TRACKED,NORMAL,3.426492,5.864247,5.085737,-0.353942,0.612846,0.611205,0.354364
